work_id,institution_id,institution_name
https://openalex.org/W4399880781,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4399880781,https://openalex.org/I167576493,Colorado School of Mines
https://openalex.org/W4399880781,https://openalex.org/I204553293,"China University of Petroleum, Beijing"
https://openalex.org/W4399880781,https://openalex.org/I62856769,Saudi Aramco (United States)
https://openalex.org/W4400465895,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4400465895,https://openalex.org/I176601375,Khalifa University of Science and Technology
https://openalex.org/W4387523417,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4387523417,https://openalex.org/I4210105989,Islamic University of Riau
https://openalex.org/W4220790844,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W2983343083,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4393261038,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4393261038,https://openalex.org/I3124059619,China University of Geosciences
https://openalex.org/W4393261038,https://openalex.org/I167576493,Colorado School of Mines
https://openalex.org/W4395083509,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4395083509,https://openalex.org/I176601375,Khalifa University of Science and Technology
https://openalex.org/W4323308459,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3203845624,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4376566215,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4396496664,https://openalex.org/I176601375,Khalifa University of Science and Technology
https://openalex.org/W4396496664,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4386971160,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4386971160,https://openalex.org/I167576493,Colorado School of Mines
https://openalex.org/W4409556117,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4413307018,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4390618253,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4390618253,https://openalex.org/I71920554,King Abdullah University of Science and Technology
https://openalex.org/W3204654155,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W2950884568,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W2950884568,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W3123076178,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3108634557,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3108634557,https://openalex.org/I60342839,Qatar University
https://openalex.org/W3197494787,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3197494787,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W3165335406,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3165335406,https://openalex.org/I32393484,Petrobras (Brazil)
https://openalex.org/W3207987013,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3215400527,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4312184458,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4388681907,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4388681907,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W4386851366,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4386851366,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W4400321432,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4400321432,https://openalex.org/I176601375,Khalifa University of Science and Technology
https://openalex.org/W4399171328,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4376644772,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4411239392,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4411239392,https://openalex.org/I20230540,University of Miskolc
https://openalex.org/W4387098633,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4387098633,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W4408574354,https://openalex.org/I4210118538,University of Petroleum
https://openalex.org/W4408574354,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4408574354,https://openalex.org/I62856769,Saudi Aramco (United States)
https://openalex.org/W4200553882,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3034842170,https://openalex.org/I32393484,Petrobras (Brazil)
https://openalex.org/W3034842170,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3034842170,https://openalex.org/I2801613365,Mitchell Institute
